name,count
Coop Thalwil,2
Coop Vitality Apotheke,2
Coop Vitality Baden,2
Coop Vitality Basel Hutgasse,2
Coop Vitality Bern Ryfflihof,2
Coop Vitality Einkaufszentrum Gäupark,2
Coop Vitality Thalwil,2
Coop Vitality Wallisellen,2
Coop Wallisellen,2
Coop Zug Neustadt to go,2
Coop Zürich Bärengasse,2
Coopérative Fribourgeoise de l Habitat Familial,2
Coopérative Immobilière Le Carillon,3
Coordination Vostra,2
Cop Copine,2
Copycenter Wallisellen,2
"Corad, Société coopérative radicale d habitations, Neuchâtel",3
Corail Rose,2
Corepilates,2
Corfida SA,3
Corinne Schriber Goldschmied,2
Cornavin,2
"Cornelia Heukrodt- Matthies, Zahnärztin",2
"Cornelia Schneider, Physiotherapeutin",2
Corners +,3
Corning Gestione Alberghi SA,3
Coronitabar Erika Blaser,3
Corsi per adulti,2
Corsoleil 5 AG,2
Cortesi Gallery,3
Cortina Lounge Bar,2
Cortona Management AG,2
Cosmai Caffè Switzerland GmbH,2
Cosmea Cosmetic,2
Cosmetic Arts in BEAUTY CENTER Winterthur,2
Cosmetic Babusch,2
Cosmetic Beyeler,2
Cosmetic Laura Koechli GmbH,2
Cosmetic Selina,2
Cosmetica Angela,2
Cosmetics Obsession Sion,2
Cosmopolitan Coiffeur Lugano,3
Costa Brava Sotheby's International Realty,2
Cote Riviera Luxe,2
Couloir Caché,2
Coup d'Oeil Boutique,2
Couso Javier,2
Coutts & CO AG,3
Couture Chagra,3
Couture Chagra / Clinique du vêtement,2
Covella Donna-Uomo,2
Coventi S.A.,2
Covered Parking Place Cornavin SA,3
Covo Consulting GmbH,3
Cph,3
CraftGallery,5
CreaFlair Kerstin Di Gregorio,2
Creativ Cosmetic GmbH,2
Creativ Styling,2
Credit Agricole,9
"Credit Agricole , AGENCE DE GENÈVE CORNAVIN",2
Credit Suisse,7
Credit Suisse AG,105
Credit Suisse AG Geldautomat,19
Credit Suisse Deutschland AG,2
Credor AG Wil,2
Cris Restauration Sàrl,2
Crobar SA,2
CroisiEurope Suisse,3
Croisitour Voyages SA,3
Croix-du-Marché,3
Cromwell Clothes,2
Cross Trading AG,2
Crossbox Backpack Hotel,2
CruiseCenter SA,3
Crystal Beauty,2
Créa'Fil Sàrl,3
Créasphère Textiles Ambiance Bulle,2
Créasphère Wädenswil,2
Créatif Coiffure,3
Création Coiffure,2
Création GC Sàrl,2
"Crédit Agricole Suisse Conseil SA, succursale di Lugano",3
Crédit du Maroc,2
Crêperie De Grancy 4,2
Crêperie Le Rustique,2
Crêperie du Château,3
Cuba Bar Bern,4
"Cubix Trade AG, Luzern",4
Cucina Pero AG,2
Cuir Création,2
Cuisinova Sàrl,2
Cult925 Di Lenardo Zurich Switzerland,2
Cuomo PC,2
Cupcake Affair Bern,2
Cuppin's,2
Cura Bern GmbH,2
Cure cath. rom. de St-Etienne,2
Curia Treuhand AG,2
CurvyBee,2
Cut & Lounge,2
Cut + Color,2
Cycles Froidevaux,2
Cycles Passion,2
Cyrano,3
"Czwei GmbH, Partner für Klimatechnik",2
Cécile,2
Cédric Aguet,2
César's AG,2
Côte de Soleil Lausanne - Caroline Claus,3
D! Club,2
D'ECO Design Shop,3
D'S Damat Switzerland,2
D. 2000 viaggi SA,3
D.S.C. Digital Systems Consultants AG,2
DA-NI Berna GmbH Taschen & Tanzschuhe,3
DAS Rechtsschutz-Versicherungs AG,2
DAS Rechtsschutz-Versicherungs-AG,2
DB Handels GmbH,3
DBI GmbH,2
DC Bank,3
DCF Promozione Immobiliare SA,3
DEFFERRARD & LANZ SA,2
"DEFFERRARD & LANZ SA, Succursale de Neuchâtel",3
DELC Dermatologie Laser Chirurgie,2
DEM Distribution Européenne des Montres SAGL,2
DEPOT,3
DESEO Massaggi,3
DESPERADO,2
DG Wallis Investment SA,2
DH Center- swiss smile Bern,2
DIGIPRINT Copyshop and Digital Printing Sàrl,3
DITI & NISI Restaurant,2
DIVA Boutique Rragami,2
DIVA Nails&Beauty,2
DIVARESE,2
DM-Cuisines,2
DOGAS - Tailor Made Suits,2
DOM Promotion Sagl - Lugano,2
DOMINO Hairstyle AG,2
"DPH Electrique, Philippe Delaloye",2
DROPA Apotheke Bern,2
DTW AVOCATS & ASSOCIES,2
DUX Donna e Uomo,3
DVD Factory Wil/SG,2
DVD Videoapothek Dr. Strangelove,3
DYN SA - Fiduciaire,2
Da Bucolo,5
Da Ernesto,2
Da Ideal Tours SA,2
Dabbawalas Basel,2
Dabbeni Studio d'arte contemporanea,3
Dadabe Sàrl,2
Daily,2
Dampfqueen GmbH,4
Dan'ton-Ku Tiki Bar,2
Dani Vock AG,2
Daniel Finsler Architekt,2
"Daniel Gindrat, Zahnarzt",2
Daniel Guy,2
Daniel Moeri Advokaturbüro,4
Daniel's Hair-Fashion,2
Daniele Balsamico & Pasta Manufaktur,2
Dany's Nails,2
Dany's Restaurant,2
Dany-Fleurs,2
Dario Coiffeur di Dario Novelli,3
Darling Sportbar Pub Nightclub,2
"Das Anwaltsbüro Spitalgasse 14, Michele Naef, Rechtsanwalt",3
Das Brillen Atelier AG,2
Das weisse Schaf,4
Data Quest AG - Apple Authorized Reseller,3
Data Quest AG - Apple Autorised Reseller,2
Data Quest AG - Apple Premium Reseller,11
Daudin & Cie SA,2
DaveSOme,3
David Rosa - Avocat au Barreau de Neuchâtel,3
"Davos Dorf, Bahnhof",2
"Davos Dorf, Parsennbahn",2
Dayayoga,3
De Giovanetti SA,2
De Marquet,5
De Preux Radio-TV,3
De Primi Fine Art SA,2
De fusco,3
Dean & David,3
Debinaria GmbH,4
Decorof Bern AG,4
Decotherm AG,2
Decsoft GmbH,3
DeeCee style,2
Deichmann,3
Dekowerkstatt Thun,3
Del Mexan Gmbil,3
Dela Nails,5
"Deleurant Yann Dr.med.dent. Fachzahnarzt für Kieferorthopädie (CH), Mitgl.SSO",2
Delifrance,2
Della Casa,2
Delta Reisen und Finanzen GmbH,2
Deltabau Chur AG,2
Deluxe Fashion Store Sagl,2
Deluxe-Bar,2
Deluxebijoux GmbH,2
Denim & More,2
Denner,202
Denner AG,6
Denner Satellit,2
Dental Center Fribourg Sàrl,2
Dental Center Wallisellen AG,2
Dental clinic dentist Dr. Jans,2
Dentalhygiene,2
Dentalhygiene Karine Blöchlinger,2
Dentalhygienepraxis DHD Manuela Dürig,2
Dentiste Bellomo Fleurange,2
Dentiste Bieri Werner E.,2
Dentiste Deblaise Kinga,2
Dentiste Duriaux,3
Dentiste Gare Cornavin,3
Dentiste Gonzalez Lulieth,3
Dentiste Grossen Marc-Emmanuel,3
Dentiste Jotterand Denis,2
Dentiste Nguyên Quyen,2
Dentiste Robert Marc-Eugène,3
Dentiste Tinguely Francis,2
Dentiste Villoz Françoise,2
Dentiste Vitadent - Zahnarzt Vitadent,2
Dentiste de Roten Hubert,3
Dentisti Casella Luca,3
Dentisti Roth Pietro R.,2
Dentsidecenter Dres. Mistry GmbH,2
Dentsidecenter GmbH,3
Dentxpert,2
Department of Sociology,2
Depot,23
Der Frisör Claudia Häberli Grüter,2
Der Frisör by Nils Müller GmbH,2
Der Pate Pizzeria,2
Der Schuhladen,2
Der Turm,2
Der Vierte Raum,3
Derma AG - Prof. Dr. med. Rudolf A. Rupec,2
Derma Chur,2
DermaZentrum Schaffhausen,3
Dermaesthetics.ch,2
"Dermateam, Dr. med. Ch. Mnich, dermatologist (skin doctor)",2
Dermatologe (Hautarzt) Bergmann Jost E. A. Jost E. A.,2
Dermatologie Heinemann AG,2
Dermatologie et vénéréologie / Cabinet médical Doctoresse Boglarka Türke,2
Dermatologische Praxis von Dres. med. Katrin Baumann Conzett und Lisa Steinmann,2
Dermatologue Ona Marie-B.,2
Dermatology Center Cornavin,3
Dermatology am Rhein,2
Des Alpes Hotel und Restaurant,3
Des Livres et Moi Sàrl,2
Design Arredamenti S.A.,2
Designer Labels,2
Dessange Paris,8
Dessange Parrucchiere Lugano,3
Dessous - Tabu Body Wear GmbH,2
Dessous Lingerie Perosa Lausanne,2
Deutsche Bibliothek,2
Devcore GmbH,3
Di Gioia,2
"Di Lenardo & Co., Zürich Börse 4, Uhren- & Schmuckbörse",2
Di alt Fabrik - Ihr Einkaufscenter,2
Dialyse-Center Zimmerberg,2
Diamant Kosmetik & Nails,4
Diamond Nails & Beauty Spa - American Style,4
Diamonds Resorts,2
Diana Guillod,2
Diana Parkhaus,2
Die Buchhandlung Gysin AG,2
Die Fusspflegepraxis.ch,4
Die Gemeinde (Kirche) in Thun,2
Die Goldschmiedin am Platz,3
Die Mobiliar,2
Die Mobiliar - Versicherungen & Vorsorge - Agentur Andelfingen,2
Die Mobiliar - Versicherungen & Vorsorge - Generalagentur Thun,2
Die Mobiliar – Versicherungen & Vorsorge – Agentur Adliswil,2
Die Mobiliar – Versicherungen & Vorsorge – Generalagentur Baden,2
Die Nische,2
Die Schweizerische Post,2
Die Taube,3
Die Taube - Bar & So,3
Die Therapeutische Oase GmbH,2
Die Zahnarztpraxis Brugg GmbH,2
Die Zahnärzte.ch,2
Die drei Eidgenossen,4
"Diego Mattei, Fisioterapia",2
"Dielsdorf, Bezirksgebäude",2
"Dielsdorf, Dorfzentrum",2
"Dielsdorf, Wehntalerstrasse",2
Dienststelle Steuern Kanton Luzern,2
Diesel,3
Dieter Thommen,3
Digit Base AG,2
Dillier Feuer + Platten AG,2
Dimetrius,2
Dinabat SA,3
Dior,3
Dipl. Ing. Fust AG,2
Dipl. med. Arta Tahiri,2
"Dipl. med. dent. Anton Boyadzhiev, Zahnarzt",2
Directimmo,2
"Dirk Denruyter, Physiotherapeut",5
"Disco-Club, Munger Philippe",2
Diva Nails Luzern,2
Divertidos,2
Divino,2
Divisione della salute pubblica,2
Do it + Garden,10
Do it + Garden Bern - Marktgasse,5
Dobmann Coiffure Professional,2
Docekal Uhren und Schmuck GmbH,2
Dock 14,2
"Docteur Rioux, Orthodontiste Genève",2
Dog Hunter AG,2
Doktor Zentrum Baden AG,2
Dolce Amaro Gelateria Paninoteca,3
Dolomiten Sport,2
Domeisen Fine Jewelry,3
Domicim Bienne,2
Domicim Fribourg,2
Domicim La Chaux-de-Fonds,2
Domicim Neuchâtel,4
"Dominique Fellay, Arzt für Allgemeinmedizin",2
Dominique M. Center of Beauty - Permanent MakeUp Basel,2
Domino's Pizza,3
Domyshirt Weitnauer,2
Donine S.A.,2
Dorf Laden Martin Läuchli,2
Dorffest Riehen,2
Dorfgarage Bossert AG,2
Dorfkirche,2
Dorflinde,3
Dorfmuseum,2
Dorfplatz Binningen,2
Dorfseeli,2
"Dorothée Däppen Beglinger, Physiotherapeutin",2
Dosenbach,162
Douglas,4
Douglas Schweiz,2
Down Town,2
Downtown Bar & Club,3
Dr A Kappeler,2
Dr Andrea Iuvara,2
Dr Chantal MARIN BLONDEL psychiatre-psychothérapeute FMH,3
"Dr Eliska Tofel Kanalik, MD, SSO-Fribourg",2
"Dr MORMILE David, Ophtalmologie et Ophtalmochirurgie FMH",3
Dr Marco Ugolini - Dermatologo,2
Dr Med. dent. Carlo LORENZON,3
Dr Mercadier,2
"Dr Michaël Rougemont, Psychiatre/Psychothérapeute, Enfants-Adolescents-Adultes",2
Dr Ochine Karapetian,2
Dr Pastor Teresa,2
Dr Prandelli,2
Dr Roland Sthioul,2
Dr Schmid Beck,2
Dr Stocker,3
Dr Vincent Genoud pédiatre FMH,2
"Dr Wojciech STASZEWICZ, Chirurgien FMH",3
Dr Xavier GUY,3
"Dr med Gert Kampmann, Facharzt für Radiologie",3
Dr méd. Alessandra Coeytaux,2
Dr méd. Sitthided Reymond,2
Dr thomas Herrmann,2
Dr. A. Moldovanyi,2
"Dr. Alexander Kernen, Rechtsanwalt und Notar",3
Dr. Althoff,2
Dr. Arthur Stehrenberger Zahnarztpraxis,2
Dr. B. Schwaller Hörberatung,2
Dr. Barbara Oro,3
Dr. Barbara Quadri,2
Dr. Bertrand Mercadier,2
Dr. Christiane Zen-Ruffinen Dentiste,3
Dr. Christoph Zbären,2
"Dr. Dan Rauch, Facharzt FMH für Gynäkologie u. Geburtshilfe",2
Dr. Daneshfar,3
Dr. Dariusz Apel,2
"Dr. Dominique Bellomo, Zahnarzt",2
Dr. Ernst Kistler - Rechtsanwalt und Notar,2
Dr. Eschmann Rechtsanwälte,2
"Dr. Euler, Cognitive Behavioral Therapy for Adults (Complementary Health Insurance or private)",3
Dr. Fabienne Moullet Pédiatre,2
"Dr. Franchino Agostini, Zahnarzt",2
Dr. François Estoppey,3
Dr. Frédéric Born Médecin-dentiste SVMD-SSO,3
Dr. Gianluca Airaghi,2
Dr. Hans Ulrich Senfft,2
"Dr. Harry Gueltzer, Zahnarzt",2
Dr. Ivano Ambrosio | Medico Dentista - Gnatologo a Lugano,2
Dr. J. Menzi ophthalmologist AG,2
Dr. Jacques-Antoine Morard Dentiste,2
Dr. Jalal-Gaston Battikha Röntgenarzt,2
"Dr. Jean-Paul Vulliémoz, Zahnarzt",2
Dr. Jean-Pierre Aeschlimann Dentiste,3
Dr. Karin Marschall - Kinderpraxis Schwanenplatz,2
Dr. Kyriakos Xafis,2
Dr. Martin Leuenberger Zahnarztpraxis,2
Dr. Med. Charles R. Wolf,2
Dr. Med. Dent. Alessandro Hellmuth Ponte - Mediatrica SA,3
Dr. Möller,2
Dr. Nahid Cremer,2
Dr. Noyer AG,2
Dr. Oliver Graefen Zahnarzt GmbH,2
"Dr. Pascale Kumar-Ludwig, Fachärztin FMH für Psychiatrie u. Psychotherapie",3
Dr. Peter Nötzli Rechtsanwalt,2
Dr. Philipp Weiss,2
Dr. Phone,2
Dr. Pietro Coppola - Orthodontiste Neuchâtel,3
Dr. R.A. Eckstein,2
"Dr. Rudolf Meyer, Médecin-dentiste, orthodontie SVMD-SSO",2
Dr. Rudolf Pachmann AG Zahnteam Lindenhof,2
Dr. Rutschmann,2
"Dr. S. Tabbara, MD Internist and Cardiologist",2
Dr. Sadi Ulugöl,2
Dr. Silvia Leuzinger,2
Dr. Teresa Pastor-Navarro,2
Dr. Ziga Franz Presern AG,2
Dr. iur. Hans Waltisberg,3
Dr. jur. Gion Hendry Rechtsanwaltsbüro,2
Dr. jur. Luisa Bürkler,2
Dr. med. & med. dent. Raúl Verdeja,2
"Dr. med. Abderrahmane Bouthiba, Facharzt FMH",2
"Dr. med. Adrian Krähenbühl, Facharzt FMH für Dermatologie u. Venerologie",2
"Dr. med. Adrian Rolf Eichenberger, Facharzt FMH für ORL, Hals- u. Gesichtschirurgie",2
Dr. med. Adrian Wohler,2
"Dr. med. Alain Keller, Facharzt FMH für Allgemeine Innere Medizin",4
"Dr. med. Aldo Kramis, Facharzt FMH für Allgemeinmedizin, Akupunktur",2
"Dr. med. Alec Blanchard, Facharzt FMH für Chirurgie",3
"Dr. med. Alexander Tschantré, Facharzt FMH für Allgemeine Innere Medizin",2
"Dr. med. Alfred J. Ziegler, Psychiatrie u. Psychotherapie",2
Dr. med. Ana-Maria Roth,3
"Dr. med. Anastas Kick, Facharzt FMH für Innere Medizin",3
"Dr. med. Andja Andonovski, Arzt für Allgemeinmedizin",3
Dr. med. Andrea Futterlieb,5
Dr. med. Andrea Görg,2
"Dr. med. Andreas Moser, Spezialarzt FMH, HNO",2
"Dr. med. Andreas Tschumi, Facharzt FMH für Kinder- u. Jugendmedizin",2
Dr. med. André C. M. Eugster,2
Dr. med. André Meyer,3
Dr. med. Annabeth Schwarz,2
Dr. med. Anne von Schulthess,2
"Dr. med. Anne-Béatrice Moinat, Facharzt FMH für Innere Medizin",2
Dr. med. Annette Spreu,2
Dr. med. Ariana Ramisch,2
"Dr. med. Ariana Ramisch, Fachärztin FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Ariane Hellbardt, FMH médecine interne",2
Dr. med. Ariane Ladewig,2
"Dr. med. Arlette Estoppey, Facharzt FMH für Dermatologie u. Venerologie",3
"Dr. med. Axel Rowedder, Facharzt FMH für Innere Medizin",2
"Dr. med. Barbara Leutenegger, Fachärztin FMH für Kinder- u. Jugendpsychiatrie u. - psychotherapie",2
"Dr. med. Barbara Mühle, Kinderärztin FMH",2
"Dr. med. Barbla Brand-Campell, Fachärztin FMH für Dermatologie u. Venerologie",2
Dr. med. Beat Bigler,3
Dr. med. Beat Glinz,2
"Dr. med. Beat Hellmüller-Eicher, Kardiologie FMH",2
"Dr. med. Beat Mark, Facharzt FMH für Orthopädische Chirurgie",4
"Dr. med. Beatrix Streiff, Fachärztin FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Benedict Göschke, Facharzt für Haut- u. Geschlechtskrankheiten FMH",2
"Dr. med. Benjamin Fässler, Facharzt FMH für Kardiologie u. Innere Medizin",2
"Dr. med. Bernard Neuhaus, Facharzt FMH für Orthopädische Chirurgie",2
"Dr. med. Bernhard Burckhardt, Facharzt FMH für Med. Radiologie/Radiodiagnostik",2
"Dr. med. Bernhard Haag, Facharzt FMH für Gynäkologie u. Geburtshilfe",2
"Dr. med. Bernhard Knecht, Facharzt FMH für Allgemeinmedizin",2
"Dr. med. Bertrand Closuit, Facharzt FMH",2
"Dr. med. Brigitte Kracke, Fachärztin für Gynäkologie u. Geburtshilfe",2
"Dr. med. Brigitte Senn, Augenärztin",2
"Dr. med. Bruno Kägi, Facharzt FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Béatrice Huber, Fachärztin FMH für Gynäkologie u. Geburtshilfe",4
"Dr. med. Can Kaymak, Kinderarzt",2
"Dr. med. Carlo Regazzoni, Facharzt FMH für Psychiatrie u. Psychotherapie",3
"Dr. med. Caroline Matthisson, Augenarzt FMH",2
"Dr. med. Caroline Schier- Wyss, Augenärztin",2
"Dr. med. Catherine Friedli, Facharzt FMH für Neurologie",3
"Dr. med. Catherine Hammann, spéc. FMH en médecine interne et en allergologie et immunologie clinique",3
"Dr. med. Charlotte Dorothea Pauli, Fachärztin FMH für Psychiatrie u. Psychotherapie",3
"Dr. med. Charlotte Hartmann, Fachärztin FMH für Allgemeine Innere Medizin",2
"Dr. med. Charlotte Hausmann Hartsleben, Fachärztin FMH für Innere Medizin",2
Dr. med. Charlotte Prechtl,2
"Dr. med. Christian Coquoz, Médecine générale FMH",2
"Dr. med. Christian Kurz, Facharzt für Radiologische Diagnostik",2
"Dr. med. Christian Viert, Facharzt FMH für Gynäkologie u. Geburtshilfe",2
Dr. med. Christine Grünenfelder,2
Dr. med. Christine Laube Fry,2
"Dr. med. Christine Stucki-Hahl, Fachärztin FMH für Allgemeinmedizin",2
"Dr. med. Christine von Wahlde Burmeister, Fachärztin FMH für Psychiatrie u. Psychotherapie",4
"Dr. med. Christoph Huber, Facharzt FMH für Allgemeinmedizin",2
Dr. med. Christoph Kraft,3
"Dr. med. Christophe Rapin, Arzt für Allgemeinmedizin",3
"Dr. med. Claude Manueddu, Facharzt FMH für Orthopädische Chirurgie",2
Dr. med. Claude Merlin,2
"Dr. med. Claude Scheidegger, Facharzt FMH für Innere Medizin u. Infektiologie",3
"Dr. med. Conradin Nadig, Facharzt FMH spez. Nierenkrankheiten",2
"Dr. med. Corina Klaeger-Manzanell, Augenärztin FMH",2
Dr. med. Cornelia Siles,3
"Dr. med. Cristina Poloni, Fachärztin FMH für Allgemeinmedizin",3
"Dr. med. Daniel Erni, Facharzt FMH Angiologie u. Innere Medizin",2
"Dr. med. Daniel Hüssy, Facharzt FMH für Allgemeinmedizin",2
Dr. med. Daniel Jenni,2
Dr. med. Daniel Thomann,2
"Dr. med. Daniel van der Lem, Facharzt FMH für Psychiatrie u. Psychotherapie",2
Dr. med. Davorin Rajcic,3
"Dr. med. Didier Clerc, Facharzt FMH für Innere Medizin",2
Dr. med. Dieter Meier Frauenarzt,2
"Dr. med. Dietmar Thumm, Augenarzt FMH",4
"Dr. med. Dominique Badel, Facharzt FMH",3
"Dr. med. Dominique Girardet, Facharzt FMH für Kinder- u. Jugendmedizin",2
"Dr. med. Dora Balsiger, Fachärztin FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Doris Haas, Fachärztin FMH für Gynäkologie u. Geburtshilfe",2
"Dr. med. Dr. med. dent. Nicole Eggensperger, Fachärztin FMH für Kiefer- u. Gesichtschirurgie, Fachzahnärztin Oralchirurgie SSO",3
Dr. med. Dr. med. oliver lys,2
"Dr. med. Edouard Viollier, Facharzt FMH für Innere Medizin",2
"Dr. med. Eduard Haefliger, Augenarzt FMH Klinikleiter der Vista-Klinik u. Laser Vista",2
"Dr. med. Elisabeth Casty, Ärztin, Gesprächspsychotherapie, Akupunktur",3
"Dr. med. Elisabeth Mattanza, FMH Allgemeinmedizin",2
"Dr. med. Ernst Otz, Facharzt FMH für Allgemeinmedizin",2
"Dr. med. Eva Krompecher, Facharzt FMH",2
"Dr. med. Eva Michel, spéc. FMH psychiatrie enfants et ado.",2
Dr. med. Fatimah Saehrendt,4
"Dr. med. Fatma Wenger, Augenärztin FMH",3
Dr. med. Felix von Rohr,2
"Dr. med. Francis Chammartin, Facharzt FMH für Gastroenterologie u. Innere Medizin",2
"Dr. med. Frank Sachers, Augenarzt FMH",2
"Dr. med. Franz Ackermann, Facharzt FMH für Innere Medizin",2
"Dr. med. Franz Britschgi, Facharzt FMH für Innere Medizin",2
"Dr. med. Franz Leupi, Facharzt FMH für Herz- u. Gefässchirurgie",3
"Dr. med. François Boudry, Facharzt FMH für Allgemeinmedizin",2
"Dr. med. François-Michel Meyer, Facharzt FMH für Orthopädische Chirurgie",3
Dr. med. Fredy Brunner,2
"Dr. med. Frédéric Robert, Facharzt FMH für Neurologie",2
Dr. med. Gabriela Imoberdorf,4
Dr. med. Gaudenz Miller FMH Gastroenterologie,2
"Dr. med. Georg Noever, Facharzt FMH für Plastische, Rekonstruktive u. Ästhetische Chirurgie",2
"Dr. med. Georges Karkayannis, Arzt für Allgemeinmedizin",3
Dr. med. Georgios Livas,2
Dr. med. Gerald Stelz,3
"Dr. med. Giampiero Borsari, Spec. FMH in medicina interna e gastroenterologia",2
"Dr. med. Gret Arregger, Fachärztin FMH für Kinder- u. Jugendmedizin",2
"Dr. med. Grégory Brülhart, Facharzt FMH für Gynäkologie u. Geburtshilfe",2
Dr. med. Gudrun Neises,4
"Dr. med. Hans Albert Schwarz, Facharzt FMH für Rheumatologie, physik. Medizin u. Rehabilitation",2
"Dr. med. Hans Gruber, Ophthalmologist FMH spec. eye surgery",2
Dr. med. Hans Köppel,2
"Dr. med. Hans Peter Hofmann, Facharzt FMH für Allgemeinmedizin",2
"Dr. med. Harald Marlovits, Facharzt für allgemeine Chirurgie, Viszeralchirurgie, Proktologie",3
Dr. med. Harry Pfrunder,2
"Dr. med. Heiner Buess, Facharzt FMH für Gynäkologie u. Geburtshilfe",3
"Dr. med. Heinz Meier, Facharzt FMH für Physikalische Medizin u. Rehabilitation u. FMH für Allgemeinmedizin",3
Dr. med. Heinz Schön,2
"Dr. med. Helder Saraiva, Arzt für Allgemeinmedizin",2
"Dr. med. Helene Eigenmann, Facharzt FMH für Innere Medizin",2
Dr. med. Henrik Bjönness,2
"Dr. med. Hermann Gutbrodt, Facharzt FMH für Psychiatrie u. Psychotherapie",3
"Dr. med. Hoa Thanh Huynh, Facharzt FMH für Innere Medizin",2
"Dr. med. Holger Leinfelder, Facharzt für Psychiatrie und Psychotherapie FMH",2
"Dr. med. Hong- Diep Phung Nguyen, Facharzt FMH für Innere Medizin",3
"Dr. med. Hugo Kupferschmied, Facharzt FMH",2
"Dr. med. Ina Schmid-Baumgärtel, Ärztin für Allgemeinmedizin",2
"Dr. med. Ingrid Hämmerli, Fachärztin FMH für Kinder- u. Jugendmedizin",3
Dr. med. Ingrid Paur,2
"Dr. med. Ivan Horak, Facharzt FMH für Ophthtalmologie",3
"Dr. med. Ivan-Philippe Larequi, Facharzt FMH für Orthopädische Chirurgie",2
Dr. med. Jan-Kristian Klimmek,2
"Dr. med. Jana Kollar, Fachärztin FMH für Med. Radiologie / Radiodiagnostik",2
"Dr. med. Jana Valtcheva Peyer, Ärztin",2
"Dr. med. Jean-Chrétien Oberson, spéc. FMH CID",2
"Dr. med. Jean-Claude Spira, Facharzt FMH für Gynäkologie u. Geburtshilfe, spez. Reproduktionsmedizin",2
"Dr. med. Jean-François Boudry, Facharzt FMH für Innere Medizin",3
"Dr. med. Jean-Jacques Volken, spéc. FMH en médecine interne et en rhumatologie",2
"Dr. med. Jean-Luc Dreyer, spéc. FMH en radiologie",3
Dr. med. Jean-Philipp Görög,2
"Dr. med. Jiri Moucka, Facharzt FMH für Innere Medizin u. FMH für Angiologie",2
"Dr. med. Johannes Ehrat, Facharzt FMH für Orthopädische Chirurgie",2
Dr. med. John Evison,3
"Dr. med. Jorge Estuardo Tapia, Facharzt FMH für Gynäkologie u. Geburtshilfe",2
"Dr. med. Josef Dossenbach, Facharzt FMH für Psychiatrie u. Psychotherapie",4
"Dr. med. Josef Klingele, Augenarzt FMH, spez. Augenchirurgie",2
"Dr. med. Joseph Eigenmann, spéc. FMH en urologie",2
"Dr. med. Julia Hänny, Prakt. Ärztin",3
"Dr. med. Julia Maria Horschel-Zimmer, Fachärztin FMH für Allgemeinmedizin",3
"Dr. med. Julien Schwartz, spéc. FMH en urologie",2
"Dr. med. Jörg Klatt, Facharzt FMH für Gynäkologie u. Geburtshilfe",2
"Dr. med. Jörg Schumann, Facharzt FMH für Kardiologie u. Innere Medizin",2
"Dr. med. Jörg Vögeli, Facharzt FMH für Innere Medizin",2
"Dr. med. Jürg Fritschi, Facharzt FMH für Neurologie",3
"Dr. med. Jürg Meuli, Facharzt FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Jürg Taeschler, Facharzt FMH für Innere Medizin",2
Dr. med. K. Schaffner Thalmann,2
Dr. med. Kai-Uwe Lorenz - Orthopädie / Orthopädische Chirurgie / Traumatologie,2
"Dr. med. Kamila Dudovà-Nakazi, Fachärztin für Psychiatrie u. Psychotherapie",2
Dr. med. Karin Rohrer,2
Dr. med. Katrin Raess,3
"Dr. med. Kerstin Ott, Fachärztin FMH für Chirurgie",2
"Dr. med. Kuno Hutter, Facharzt FMH für Allgemeinmedizin",2
"Dr. med. Laurence Favet, spéc. FMH en oncologie médicale",2
"Dr. med. Lisa Von Gierke, Fachärztin FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Lorenz Richner, Facharzt FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Lucien Barrelet, Facharzt FMH für Psychiatrie u. Psychotherapie",2
Dr. med. Lukas Fatzer,2
Dr. med. Maja Strasser,2
Dr. med. Manuel Klöti,3
"Dr. med. Marc Oestreicher, spéc. FMH en chirurgie orthopédique et chirurgie de la main",3
"Dr. med. Marc Stöckli, Facharzt FMH für Allgemeinmedizin",2
Dr. med. Marcel Bieli,2
"Dr. med. Marcelo Aguilar, Facharzt FMH",2
"Dr. med. Marcus Livers, Facharzt FMH für medizinische Radiologie",2
"Dr. med. Marcus Wolfsperger, Facharzt FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Margot Enz Kuhn, Doktor Zentrum Baden AG",2
"Dr. med. Margrit Schmutz, Fachärztin FMH für Radiologie",2
"Dr. med. Marianne Bloch, Fachärztin FMH für Psychiatrie u. Psychotherapie",2
"Dr. med. Marion Beer, Fachärztin FMH für Gynäkologie u. Geburtshilfe",2
"Dr. med. Markus Bleichenbacher, Praxis für Gynäkologie und Kinderwunsch",3
Dr. med. Markus Frey,2
"Dr. med. Markus Rothweiler, Facharzt FMH für Orthopädische Chirurgie",2
"Dr. med. Markus Ruch, Facharzt FMH für Innere Medizin",2
"Dr. med. Markus Spieler, Facharzt FMH für Psychiatrie u. Psychotherapie",2
Dr. med. Martin Bodenmüller,3
Dr. med. Martin Gilg,2
Dr. med. Martin Pletscher,2
